age	gender	daily.views
19	Male	34.5
32	Male	153.6
39	Female	13.3
42	Male	38.1
11	Male	8.8
57	Female	350.6
29	Female	59.9
40	Male	10.5
49	Female	15.8
52	Male	305
55	Female	28.4
56	Male	2.4
46	Female	39.7
49	Male	3.6
10	Male	24.3
7	Female	0.8
34	Female	394.6
32	Female	432.8
48	Female	328.9
58	Female	51
29	Female	188.6
25	Female	70.6
28	Male	92.8
21	Male	612.5
43	Male	346.2
27	Female	57.5
57	Female	97.9
60	Female	37.7
83	Male	133.2
64	Female	57.8
32	Female	310.7
35	Male	19.4
13	Male	9.3
9	Male	4.2
39	Male	133.7
57	Male	197.7
27	Female	33.2
55	Male	8.9
52	Female	51.7
28	Female	11.1
41	Female	384.4
49	Male	26.6
11	Male	0.9
30	Female	73.1
40	Female	27.1
64	Male	14.6
62	Female	151
75	Male	155
35	Female	0.7
58	Female	93.5
26	Female	1.1
57	Female	49.5
24	Female	1.8
24	Female	20
63	Female	22.3
65	Male	4.1
29	Male	131.3
49	Female	35.7
28	Female	125.8
31	Male	43.1
42	Male	175.3
19	Male	19.2
54	Male	16
48	Female	66.2
46	Male	15.3
36	Female	9.2
38	Male	17.4
27	Female	86.4
57	Female	10.2
45	Male	50.9
53	Male	104.7
25	Male	97.4
20	Male	139.6
51	Female	87.7
11	Male	32.9
31	Female	39.9
60	Female	582.3
35	Female	70.8
28	Female	56.2
29	Male	35.4
64	Male	121.5
29	Male	72.3
31	Female	396
37	Male	50.6
61	Female	382.4
44	Female	28.1
28	Female	33.4
19	Male	132.3
21	Male	1.8
43	Female	9.9
51	Female	43
42	Male	80.4
38	Female	6
34	Female	14.2
39	Male	101.1
70	Male	85.5
23	Male	78.9
54	Male	250
59	Female	82.4
59	Female	17.2
37	Female	5.2
17	Male	4.2
16	Male	3
15	Female	47
40	Female	159.1
39	Male	76.8
71	Female	12.4
28	Female	5.7
29	Female	15.6
29	Male	0.6
26	Male	121
70	Male	40.7
59	Female	111
51	Male	94.2
34	Female	8.5
35	Male	22.6
30	Female	93.4
34	Male	31.4
49	Female	8.8
57	Male	4.4
55	Female	10.5
57	Female	36.1
37	Male	86.7
30	Male	31
22	Female	70.6
61	Female	4.2
41	Female	536.8
31	Female	23.7
43	Female	186
58	Male	7.2
15	Female	13.3
56	Male	52.7
51	Female	5.3
37	Female	57.8
30	Female	64.8
37	Female	277.2
50	Female	47.5
58	Male	1.6
19	Female	86
34	Female	252.1
23	Male	207.7
54	Female	229.2
19	Male	129.5
32	Female	247.3
19	Female	200.7
55	Female	257.4
37	Female	16.6
32	Male	92.9
35	Female	22.9
22	Male	373.8
54	Female	28.2
36	Male	129.8
45	Female	35.4
45	Male	130.6
24	Female	26.4
26	Male	54.7
27	Female	18
55	Male	100.6
25	Female	139.5
63	Male	111.7
19	Female	207.6
40	Female	484.1
50	Female	156.5
53	Male	42.4
27	Female	120.5
25	Female	144.7
53	Female	429.9
52	Male	212
35	Female	82.6
24	Female	95
23	Male	88.8
44	Female	20.7
19	Female	119.1
52	Male	64.8
52	Female	31.4
21	Female	12.2
15	Female	297.4
42	Female	710.8
51	Female	160.8
27	Male	34.5
62	Female	41.4
65	Male	0.2
26	Male	138.9
23	Female	140.5
46	Female	56.4
40	Male	73.7
20	Female	85.8
16	Female	4.8
45	Male	14.5
16	Male	7
14	Male	0.2
8	Male	5.7
61	Female	165.1
61	Male	29.2
48	Male	20.7
17	Female	4.5
12	Female	5.6
59	Female	94.7
45	Male	138
39	Female	235.9
49	Female	38.8
36	Female	52.6
24	Female	114.3
20	Male	106.2
62	Female	69.1
27	Female	219.6
30	Male	59.6
27	Male	79.2
48	Male	34.7
41	Female	2.3
10	Female	4.8
26	Male	231.1
86	Male	63.7
51	Female	41.6
54	Male	67.1
16	Male	55.4
28	Male	3.2
54	Female	409
61	Male	86.2
47	Female	65.2
53	Female	226.7
44	Male	747.7
33	Female	143.3
57	Male	123.6
48	Female	74.3
62	Male	110
33	Female	10
25	Male	159.4
24	Female	27.3
44	Female	236.4
30	Female	95
18	Male	374.9
27	Female	10.9
25	Female	69.7
52	Female	138.6
49	Female	47
29	Male	1
50	Female	92
36	Female	47.8
64	Male	29.8
29	Female	509.4
54	Male	96.7
41	Female	49.9
74	Female	22
44	Female	44.6
42	Male	31.5
21	Female	183.3
13	Female	119.3
35	Female	87
52	Male	631.5
44	Female	409.8
39	Male	37.3
26	Female	267.5
29	Male	33.4
24	Male	135.8
34	Female	94.5
39	Female	389.1
53	Male	10.4
19	Female	35
52	Male	126.5
37	Male	208.3
45	Female	329.2
59	Female	0.3
46	Female	338.4
47	Female	1350.7
58	Female	83.8
18	Male	201
49	Female	89
67	Male	345.1
30	Female	24.4
28	Female	38.5
40	Female	93.1
50	Male	28.7
48	Male	73.2
48	Female	42.5
83	Male	2.9
22	Female	51.1
19	Male	114.7
61	Female	360.5
19	Female	5.5
57	Female	277.7
53	Female	84.9
55	Female	33
28	Female	20.4
69	Male	123.7
69	Female	7.4
63	Female	157.2
23	Female	43.4
40	Female	212.2
40	Male	5.8
10	Female	5.5
26	Female	115.7
19	Female	73
29	Male	221.8
27	Male	18.9
26	Female	2.3
65	Female	37.3
67	Female	54.2
21	Female	295.5
72	Male	61.4
19	Female	25.6
60	Female	228.2
63	Male	24.8
29	Female	28.3
48	Male	513.2
57	Female	50.8
57	Female	4.2
30	Female	187.6
28	Male	34
30	Female	136.8
46	Female	65.5
23	Male	19.6
20	Male	9.1
18	Female	52.4
49	Male	0.2
25	Female	5.3
28	Male	0.5
19	Female	65.3
68	Male	18
37	Male	4.4
47	Male	98.2
58	Female	230.6
30	Female	163.9
31	Male	39.2
10	Female	3
40	Male	221.7
35	Male	95
43	Female	7.3
17	Male	16.4
10	Male	0.2
44	Male	206.4
36	Female	9.7
45	Male	10.7
23	Male	7.7
24	Female	4.9
22	Male	21.8
48	Male	50.2
51	Female	57.6
26	Female	162.5
56	Male	1005.8
26	Male	328.6
61	Male	59.1
42	Female	69.3
25	Male	2.2
25	Female	61.4
25	Male	13
38	Female	57.1
58	Female	34.9
19	Male	11.3
26	Female	301.5
46	Female	160
57	Male	23.6
57	Female	62.6
25	Female	345
52	Male	150
70	Male	24.7
71	Male	113.9
70	Female	40
37	Female	0.7
41	Female	36.7
27	Female	137
28	Male	180.5
29	Female	84
72	Male	19.6
67	Female	1.5
54	Female	66.7
50	Female	18.7
25	Male	3.2
18	Male	0.1
11	Male	0.1
46	Female	64.3
38	Male	251.7
28	Female	349.4
59	Female	30.4
26	Female	193.8
51	Female	155.5
61	Female	40.4
19	Female	222.7
40	Female	61.4
32	Female	355.5
41	Female	60.7
50	Male	24.1
29	Female	0.3
36	Male	80.2
20	Male	191.8
64	Male	461.6
59	Male	177.1
56	Female	131.4
28	Female	9.1
23	Male	81
36	Female	109.1
35	Female	143.9
63	Female	82.7
39	Female	110.9
19	Male	62.5
38	Female	163.3
36	Male	111.5
65	Male	26.5
55	Female	124.7
40	Male	272.5
23	Male	10.3
59	Male	32.9
28	Male	21.9
56	Female	79.3
51	Female	99.4
30	Female	20.1
29	Female	62.3
31	Female	107.1
66	Female	286.2
39	Female	65.3
48	Female	54
56	Male	86.6
58	Female	19.9
67	Male	6.7
36	Female	136
32	Male	210.2
23	Male	158.4
31	Male	233.3
39	Male	134.4
17	Female	58.7
53	Female	43.5
45	Female	56.4
45	Male	2.7
23	Male	5.8
28	Male	41.9
62	Male	108.7
62	Female	7
26	Male	231
39	Female	172.4
47	Female	69.2
46	Female	162.3
24	Male	39.2
29	Male	3.1
29	Male	264.3
42	Male	93.9
25	Male	276.3
19	Male	786.9
53	Male	258
31	Male	56.3
53	Female	101.2
19	Female	15.3
28	Male	423.6
25	Female	459
34	Male	89.8
44	Female	175.3
19	Male	108.9
11	Male	125.1
6	Female	33.9
68	Female	511.8
55	Female	170.9
55	Male	88.8
57	Female	36.8
57	Male	3.4
63	Female	46.8
49	Female	120.9
29	Male	38.6
20	Male	60.7
54	Male	503.5
49	Male	225.4
49	Female	11
20	Female	2.2
17	Female	9.5
48	Female	65.7
48	Male	145.5
35	Female	22.2
41	Male	1.2
50	Female	4.1
19	Female	521.3
35	Female	73.7
34	Male	34.5
50	Male	589.4
59	Female	4.7
34	Male	13.6
42	Male	227.9
41	Female	274.9
19	Male	100.8
40	Male	227.2
68	Male	131
73	Female	30.4
41	Female	5.2
21	Female	4.1
66	Male	31.2
32	Female	1.1
37	Male	37.5
28	Female	62.6
43	Female	101.1
61	Male	0.2
26	Female	108.5
20	Male	519.5
38	Male	149.7
21	Female	77.8
41	Female	100.7
54	Male	1
51	Female	255.7
54	Male	4.6
24	Male	13.3
32	Female	44.5
63	Male	43.3
19	Male	54.4
39	Male	178.8
37	Male	48.7
31	Male	65.9
37	Female	242.8
48	Female	38.7
8	Female	2.5
26	Female	2.2
26	Male	297.3
33	Female	175.4
34	Male	0.6
13	Female	66.8
8	Female	8.9
48	Female	103.1
25	Female	18.2
40	Male	68.2
58	Female	6.1
57	Male	0.7
58	Male	3.7
39	Male	415.6
32	Female	67
8	Male	33.1
18	Female	748.3
25	Female	200.1
35	Male	255.9
32	Male	204.3
29	Female	32.8
27	Male	29
9	Female	192.9
44	Female	260
20	Male	302.2
35	Female	335.7
52	Female	72.7
22	Male	44.8
21	Female	19
44	Female	210.8
51	Female	307.5
12	Male	26.9
51	Male	187.7
59	Female	34.5
68	Male	30.5
47	Female	164.5
40	Male	149.6
24	Female	105.8
43	Female	72.3
12	Male	13
25	Female	46.8
25	Male	5.5
55	Female	160.2
57	Male	31
24	Female	300.6
43	Female	22.6
36	Female	200.4
38	Male	4.7
16	Female	71
46	Female	231.4
61	Male	826.2
51	Female	143.3
38	Female	58.6
38	Male	44.4
15	Female	2
20	Male	2.2
19	Male	14
31	Female	24.9
66	Male	342.6
49	Male	50.1
47	Male	66.4
64	Male	18.7
53	Female	37
26	Female	6.2
40	Female	957.7
46	Female	114.3
15	Female	32.1
41	Male	327.3
32	Female	2.9
67	Male	21.8
48	Female	117
31	Female	16.5
45	Female	59.3
53	Female	44.2
32	Female	226.6
63	Male	25
22	Female	163.4
29	Female	138.5
74	Female	22.6
37	Male	0.7
19	Male	278.5
61	Female	21.2
21	Male	58
20	Male	312.9
53	Female	45.9
43	Female	41.3
50	Female	116.1
65	Female	60.7
47	Male	30.9
30	Female	111.3
65	Male	111.7
29	Female	23.3
29	Male	13.7
32	Male	64.4
28	Female	0.6
33	Male	21.8
19	Female	384.5
48	Female	41.5
54	Male	48.5
29	Female	29.4
21	Female	46.6
44	Female	7.7
61	Female	79
32	Female	50.8
26	Male	137.6
56	Male	124.3
31	Male	303.5
44	Female	206.6
37	Female	29.8
39	Female	117.9
38	Male	104.1
52	Male	314.9
38	Female	25.3
52	Male	27.3
52	Male	183.6
42	Male	72.2
46	Male	91
37	Male	55.3
51	Female	420.6
20	Male	571.5
30	Male	33
40	Male	63.9
55	Female	130.9
31	Male	108.1
24	Female	112.8
22	Male	6.3
27	Female	71.8
52	Male	5.2
24	Female	143.1
40	Female	25.8
38	Female	7.3
56	Female	268.6
48	Female	49.3
38	Female	303
41	Female	0.8
46	Male	4.9
18	Male	2.5
16	Male	0.4
81	Female	121.7
39	Female	127.2
22	Female	13.9
29	Male	153.1
22	Male	185
22	Male	328
23	Male	29
31	Female	131.8
34	Male	20.5
30	Female	69.9
74	Female	217.9
53	Female	29.7
30	Female	106.9
30	Male	3.1
37	Female	21.4
42	Female	63.1
43	Male	27
22	Female	98.3
39	Female	118.3
30	Male	31
25	Female	70.5
48	Female	4
28	Female	83.5
50	Female	83.6
31	Female	155.6
43	Female	43
21	Female	6
75	Male	32.6
56	Female	15.9
28	Female	644.8
46	Female	279.8
32	Female	70.8
37	Female	150.4
55	Male	146.1
78	Female	48.2
60	Male	26.3
32	Female	112.7
32	Male	1.5
11	Male	4
39	Male	14
25	Female	363.8
58	Female	20.9
16	Male	7.2
56	Male	235.6
20	Male	57.1
19	Female	19
56	Female	104.5
58	Male	1.7
67	Female	13.6
45	Male	103.1
22	Male	23.3
34	Female	183.6
25	Female	8
23	Male	61.1
32	Female	217.4
36	Female	139.6
63	Male	418.8
79	Female	13.2
79	Male	39.3
27	Male	25.8
44	Female	113.7
31	Male	25.4
48	Female	41.2
58	Female	2.3
54	Male	287.1
68	Male	124.7
32	Female	62.1
6	Female	1.4
62	Male	24.5
55	Female	73.2
30	Female	0.5
30	Female	31.2
20	Female	51.2
35	Male	533.2
33	Female	15.8
25	Female	90.2
25	Male	21.6
19	Female	27.7
50	Male	188.5
23	Female	8
32	Male	5.7
37	Female	19.5
32	Female	286.7
20	Male	97.9
38	Male	93
23	Female	68
35	Female	26.4
13	Female	60.8
27	Female	60
6	Male	4.7
48	Female	47.3
30	Female	79.8
31	Male	5.7
14	Male	38.3
25	Female	252.3
19	Female	125
29	Male	127.9
22	Female	19.7
18	Male	49.4
42	Female	229.3
36	Female	69.6
51	Male	135.7
30	Female	71.8
62	Male	160.9
57	Male	4.5
53	Female	96
45	Female	229.8
58	Female	10.2
61	Male	10.4
47	Female	56
35	Male	10.6
28	Male	314.2
31	Female	178.5
37	Male	5.1
8	Male	17.2
4	Male	12.1
16	Male	50.7
13	Male	3.1
47	Male	34
60	Male	73.7
30	Female	32.6
23	Female	266
29	Male	11.7
62	Female	79
55	Female	76.2
55	Male	332.3
29	Female	63.4
60	Male	74.6
50	Female	12.7
53	Female	49
23	Female	117.1
60	Male	94.9
48	Female	122.4
19	Male	78.5
37	Female	771
51	Male	86.1
45	Female	4.1
66	Female	87.6
38	Female	111.8
46	Male	26.4
23	Male	78.3
59	Female	120.5
18	Male	20.7
14	Male	15.4
13	Male	37.1
47	Female	125.5
53	Male	29
41	Male	339.1
44	Male	143.9
8	Male	4.1
47	Female	70.9
22	Male	5.1
20	Male	93.3
45	Female	64.2
40	Female	104.2
41	Female	3.7
34	Male	76
29	Female	96.4
34	Male	29.7
29	Female	27.2
55	Female	175.6
60	Female	0.3
55	Female	64.7
23	Male	127.8
20	Female	5.7
46	Female	52.5
39	Male	26.4
14	Male	10
29	Female	24.6
50	Female	25
27	Male	30.3
24	Female	15.6
39	Male	0.1
45	Female	146
38	Male	190.1
22	Female	100.3
52	Male	156.4
36	Female	2.3
38	Male	27.5
10	Female	0.5
41	Female	14.4
35	Male	6.5
66	Male	107.4
48	Female	109.5
56	Male	47.9
73	Female	32
54	Female	26.8
37	Male	182.8
28	Female	71.4
44	Female	146.2
42	Male	16.5
17	Male	76.1
78	Female	15.9
55	Male	94.4
31	Female	95.4
40	Female	47.1
47	Male	254.2
22	Male	48
14	Male	53.3
10	Female	3.2
72	Female	69.6
53	Male	82.7
41	Female	144.1
76	Female	297.3
26	Female	183.7
33	Male	22.3
76	Male	3.3
69	Female	30.3
49	Female	165.4
41	Male	46.8
25	Female	10.7
23	Female	22.8
54	Female	157.7
58	Male	24.3
30	Female	175.5
44	Female	66.8
51	Female	48.5
62	Female	0.6
60	Male	30.6
36	Female	299.1
38	Female	49.1
39	Male	27.2
34	Female	57.9
6	Female	14.8
4	Female	11.3
46	Female	74.8
54	Female	110.4
23	Female	236.6
19	Female	97.5
28	Male	8.3
43	Female	25
39	Female	43.7
21	Female	16
48	Male	77.3
29	Female	476
69	Male	171.7
59	Female	10
30	Male	12.6
29	Female	34.3
29	Female	27.8
40	Male	247.6
9	Male	3.2
6	Female	54.2
34	Female	85.7
62	Female	130.7
51	Female	4.4
24	Female	197.6
29	Male	12.9
33	Female	118.3
38	Male	6.2
13	Female	25.9
26	Male	66.6
25	Male	4.7
49	Female	0.3
38	Male	620.9
47	Female	137.8
39	Female	69.3
46	Male	1.2
15	Female	2.3
41	Female	450.6
56	Male	714.1
20	Male	116.7
24	Female	423.8
58	Female	154.6
60	Male	63.4
58	Female	172.6
59	Female	123
60	Male	42
31	Male	11.6
37	Female	59.5
35	Male	0.5
54	Female	72.3
43	Female	74.2
34	Male	82.7
18	Male	24
13	Male	44.7
21	Male	2.1
39	Male	79.4
37	Male	101.3
50	Female	46.5
34	Male	34.4
48	Female	59.4
63	Male	93.7
23	Female	0.6
65	Female	43
63	Male	0.7
25	Male	123.5
39	Female	15.6
60	Male	82.8
26	Female	229.5
36	Male	162.3
45	Female	69.7
14	Female	15.7
12	Male	6.7
54	Female	40.8
37	Male	331.6
30	Male	10.4
50	Female	59.7
37	Female	45.4
52	Female	24.2
42	Female	43.2
34	Female	52.8
50	Female	35.8
57	Female	28.9
36	Female	1.2
54	Female	236.7
55	Male	44.8
26	Male	120.1
49	Female	316.5
54	Male	89.9
50	Female	83.9
30	Male	27.9
37	Male	406.7
43	Female	178.6
22	Female	551.8
51	Female	191.5
40	Female	302.8
44	Male	63.7
36	Female	55.6
50	Female	268.5
70	Female	132.5
66	Female	60.4
51	Male	105.9
40	Male	91.2
33	Female	4.7
8	Male	21.6
5	Male	10.8
55	Female	60.7
25	Female	136.2
44	Female	37.6
22	Female	46.3
24	Female	276.8
39	Male	181.2
77	Female	157.3
59	Female	46.3
27	Male	72.5
28	Male	122.5
33	Female	9.9
30	Male	10.6
10	Male	4.6
51	Female	42.7
41	Female	39
68	Female	41.3
62	Male	340.8
25	Male	2116.9
49	Female	550.7
20	Male	85.3
19	Female	4.5
22	Female	127.1
25	Male	111
61	Female	276.6
63	Female	41.2
32	Female	48.4
30	Male	12.9
54	Female	13.7
25	Male	87.6
42	Female	11.1
31	Female	206.3
29	Female	40.4
35	Female	61.4
45	Male	35.2
53	Female	16.9
47	Female	23.2
53	Female	42.6
21	Male	113.4
20	Male	43.8
20	Female	4.4
41	Female	1.7
64	Female	11.5
87	Male	46.9
20	Male	34.2
20	Male	64.6
45	Male	356.5
49	Male	126.5
48	Male	314.1
65	Female	15.2
42	Female	35.2
40	Female	2.6
42	Female	100.7
14	Male	18.2
27	Male	84.6
46	Male	432.6
54	Male	25.5
34	Female	97.9
43	Male	1.8
12	Male	110
47	Female	31.6
34	Female	105.4
52	Female	399.5
34	Male	11.3
33	Female	33.9
52	Male	347.9
56	Female	57.3
19	Female	12
40	Female	177
40	Male	3.7
14	Male	8.4
37	Female	259
57	Female	66.2
55	Male	74.1
24	Male	64.2
33	Female	675.3
42	Male	14.1
57	Male	33.2
56	Female	35.9
36	Male	45.9
23	Female	114.7
29	Male	311.2
52	Female	106.4
29	Female	407.2
30	Male	4
45	Female	51.7
56	Male	31.8
34	Female	196.8
62	Female	24.2
63	Female	33
70	Female	99.3
27	Female	89.4
19	Female	26.4
34	Female	61.9
43	Male	38.1
10	Male	21.7
20	Female	53.4
39	Female	85.9
52	Male	100.4
56	Female	11.5
44	Female	78.4
57	Male	323.7
55	Female	84.7
30	Male	149.5
51	Female	97.6
50	Male	9.7
44	Female	126.7
41	Male	0.6
19	Female	199.9
18	Male	3.1
17	Female	149.8
40	Male	219.9
58	Female	164.9
44	Female	6.7
58	Male	158.6
41	Female	238.8
30	Male	155.3
59	Male	274.8
20	Male	10.7
37	Female	18.4
47	Male	3.9
51	Female	46.4
61	Male	509
58	Female	28.4
20	Female	24.8
44	Female	304.5
40	Male	8.5
39	Male	67.8
23	Female	132.5
48	Female	18.3
27	Female	10.4
21	Male	6.5
44	Female	63.3
44	Female	89
47	Female	77.7
52	Female	180.3
23	Female	384.7
74	Male	71
47	Male	18.1
46	Female	30.1
24	Female	138.5
27	Female	20.6
43	Male	133.3
60	Male	19.4
24	Female	295.1
36	Female	152.3
17	Female	1.7
64	Female	30.8
73	Male	2.6
71	Female	49.2
29	Male	27.1
54	Male	115.9
38	Female	204.7
53	Male	67.9
43	Male	315.1
35	Female	8.4
24	Male	27.9
21	Female	96.3
35	Male	6.6
24	Female	34.4
26	Female	954
52	Male	34.2
52	Female	473.3
67	Male	108.7
66	Female	1.1
18	Female	98.5
22	Male	146.6
58	Male	295.4
42	Male	4
31	Female	3.6
35	Male	3
12	Male	8.3
8	Male	3.1
23	Male	28.2
20	Male	135.1
29	Female	90.5
8	Male	5.9
51	Male	36.6
44	Female	69.8
35	Female	128.4
52	Female	47.4
53	Male	113.8
67	Female	19.8
62	Male	138.2
59	Female	33.1
29	Male	516.3
42	Male	193.3
47	Female	8.1
13	Female	0.3
11	Male	8.3
34	Female	61.2
25	Male	266
26	Female	39.7
30	Male	4.7
7	Male	6
39	Female	190.2
48	Male	97.5
56	Female	6.7
58	Male	183.3
23	Female	69.6
41	Male	43
43	Male	355.9
63	Female	50.9
30	Female	150.4
27	Male	211
30	Female	32
41	Male	166.6
18	Female	12.3
16	Male	2.4
37	Female	170.7
37	Male	8.8
48	Female	18.2
28	Female	750.7
32	Male	21.2
42	Male	123.1
41	Female	80.4
57	Female	47.5
23	Male	101
48	Female	18.2
24	Male	43.1
25	Female	57
7	Male	65.9
31	Male	172.4
26	Male	107.6
57	Male	147.3
33	Female	361.3
28	Female	49.4
38	Female	496
34	Female	38.7
32	Male	320.5
31	Female	39.7
37	Female	14.3
52	Male	70.7
21	Male	74.2
33	Female	236.9
48	Male	163.8
35	Female	32.4
37	Female	75.3
58	Female	58
26	Male	99.2
50	Female	144.6
23	Female	73.4
31	Male	157.8
35	Male	356.7
29	Female	32.2
32	Male	341.4
27	Male	124
56	Female	235.8
48	Male	608.5
24	Female	49.6
66	Female	394.3
21	Female	26.8
47	Female	196.5
48	Female	268.9
49	Female	13.3
50	Female	157.1
29	Male	40.8
67	Female	50.3
20	Male	33.6
61	Female	77.5
25	Female	99.7
34	Male	74.5
27	Male	141
59	Male	24.2
22	Female	353.4
58	Female	218.2
55	Female	160.3
54	Female	86.9
50	Male	72.3
42	Male	125.3
54	Male	55.3
37	Female	260.1
36	Male	19.3
34	Male	69.2
47	Female	29.5
56	Male	30.2
49	Female	14
56	Female	5.6
56	Female	161
55	Male	33.9
53	Male	35.6
30	Male	174.2
47	Female	70.9
21	Female	125.3
24	Female	39.5
26	Male	131.7
44	Female	57.1
32	Female	271.4
24	Male	17.2
53	Male	123
44	Male	2.9
62	Female	229.7
37	Male	35.8
46	Female	118.4
69	Female	30.2
18	Male	56.7
32	Female	17.5
30	Male	2.5
38	Female	163.5
33	Female	42.1
58	Female	90.3
24	Male	60.4
20	Female	2.3
21	Female	54.3
33	Male	84.7
29	Female	147.1
56	Female	28.9
45	Female	37.9
45	Male	28.1
14	Male	14.2
17	Male	7.5
39	Female	30.6
40	Male	1.1
19	Male	33.2
19	Female	15.5
21	Female	65.3
35	Female	17.4
66	Female	62.3
51	Female	98.2
87	Male	3.3
32	Female	164.9
33	Male	346.9
50	Female	147.8
57	Male	29.5
73	Male	82.6
53	Female	551.1
31	Female	16.8
62	Female	65.9
49	Female	20.9
46	Female	79.2
39	Female	128.9
39	Male	9.4
26	Female	392
39	Female	28.8
26	Male	294
24	Female	54.2
56	Male	162.1
39	Female	94.4
12	Female	22.8
40	Female	20.4
52	Male	9.9
23	Female	101.6
52	Male	101.6
19	Male	176.8
14	Male	1.1
46	Male	8.4
36	Female	80.9
60	Male	629.3
35	Female	61.6
44	Male	113.7
19	Male	234.8
44	Male	413
20	Male	178.9
32	Male	16.6
59	Female	35.7
51	Female	146.2
57	Male	2.6
15	Female	148.4
13	Female	72.9
53	Female	52.8
35	Female	61.8
41	Male	6.8
15	Female	202.1
12	Female	31
92	Male	11.1
30	Female	364.5
31	Male	0.4
32	Female	35.3
67	Female	139.2
35	Male	123.9
59	Male	89.4
62	Female	252.8
52	Female	208
58	Male	74.9
60	Female	40.1
45	Male	54.6
44	Male	2.1
61	Female	4.9
31	Male	202.7
50	Male	179.2
32	Male	82.1
44	Female	0.2
51	Male	0.7
44	Female	59.2
58	Female	286.6
16	Female	136.1
68	Male	293.8
69	Female	30.5
12	Male	47.4
32	Female	51.7
33	Male	17.7
31	Female	45.8
52	Female	68.1
20	Male	101.7
49	Female	108.7
51	Male	7.7
26	Female	106.5
41	Female	73.6
20	Male	106.9
69	Male	177
49	Female	74.7
20	Female	158.1
64	Female	188.2
39	Male	32
8	Female	23.1
40	Male	36.2
39	Female	66.2
24	Female	32.3
37	Female	44.3
44	Male	41.6
6	Male	0.7
5	Female	2.6
20	Male	93.2
19	Male	56.4
33	Male	115.5
40	Female	70.9
9	Female	8.8
30	Female	121.4
33	Male	3.5
30	Female	123.6
49	Female	124.6
50	Male	61.2
27	Female	60
40	Female	173.4
54	Female	295.1
46	Female	216.8
67	Male	14
49	Female	63.1
13	Female	8.3
24	Female	7.2
36	Male	7.4
56	Male	126.5
43	Female	30
58	Female	574.6
29	Male	212.1
19	Female	171
35	Female	192.1
36	Male	37.6
13	Female	66.2
31	Female	108.8
46	Female	674.2
49	Male	365.5
22	Female	35.7
37	Female	39.3
38	Male	20.8
4	Female	10.6
51	Male	393.3
41	Female	286.5
40	Female	208.5
14	Male	60.2
41	Female	168.2
48	Male	22.8
22	Male	6
29	Male	264.6
25	Female	271.3
59	Female	387
19	Female	75.9
55	Female	12.9
57	Male	264.9
57	Female	14.3
35	Male	64.8
66	Female	66.4
61	Female	116
37	Male	83.2
41	Female	60.5
51	Female	7.2
60	Female	149.2
37	Male	201.8
48	Female	89.6
41	Male	127.7
73	Male	25
60	Male	48.1
31	Female	21.9
30	Male	0.3
58	Female	567.1
23	Female	140.5
40	Female	91.7
20	Female	83.6
38	Female	32.4
38	Male	9.2
41	Female	270.6
18	Female	121.4
25	Female	31.9
30	Male	198.4
28	Female	369.4
20	Male	221.7
69	Female	4.4
18	Female	13.9
54	Female	94.5
17	Male	3.9
46	Female	86
60	Female	97.7
62	Male	29
27	Female	452.2
36	Male	43.7
7	Male	0.5
44	Female	679.9
35	Female	86.3
14	Male	328.4
62	Male	5.7
53	Female	55.6
27	Female	99.5
24	Female	62.5
55	Male	449.9
44	Female	545
52	Female	196.4
47	Female	266
26	Female	21.7
63	Male	42.3
24	Female	1.3
8	Female	3.1
61	Male	320.5
19	Male	125.5
34	Male	168
22	Female	15.2
39	Female	70
35	Male	162.3
48	Female	33.2
24	Male	86.2
62	Female	101.7
26	Female	195.4
58	Female	72.9
51	Male	4.1
34	Male	90.1
50	Male	44.5
50	Female	95.9
29	Female	208.2
34	Female	65.5
46	Male	100.2
59	Male	53
53	Female	106.2
43	Male	90
20	Male	9.7
53	Female	64.6
52	Male	147.7
49	Female	14.8
24	Female	21.9
36	Male	27.9
20	Female	189.5
21	Male	261.1
41	Female	250.6
22	Female	38.7
49	Female	81.1
19	Male	2
68	Male	723.4
34	Female	268.5
22	Male	202.2
20	Female	109.7
57	Female	59.6
34	Female	18
30	Female	32.6
51	Male	99.6
23	Male	152.2
49	Female	18.1
66	Male	67.9
52	Female	2.1
30	Male	240.5
46	Female	187.4
54	Male	100.9
26	Female	346.9
24	Female	154.8
58	Female	80.2
35	Female	91.9
33	Male	73.5
18	Male	128.8
15	Male	103.8
17	Male	323.5
30	Female	192.3
55	Female	4.6
45	Female	142.2
38	Male	289
64	Female	20
65	Male	21.5
38	Female	94.7
21	Male	724
46	Female	87.4
61	Female	79.1
24	Female	186.4
25	Male	10.9
43	Female	713.2
41	Female	71.6
74	Female	122.7
20	Female	83.9
46	Male	6.2
46	Female	5.2
14	Female	0.9
12	Male	15.6
37	Female	19.7
15	Female	20.2
8	Female	0.7
26	Male	74.9
52	Female	146.5
35	Female	105.4
38	Female	241.4
35	Female	6.1
71	Male	132.7
40	Female	464.2
66	Male	55.8
29	Male	35.5
30	Female	7.2
29	Male	34.7
33	Female	141.1
23	Male	147.3
27	Female	84.3
28	Male	45.9
9	Female	4.3
7	Female	5.7
55	Male	71.5
50	Female	38.2
21	Female	629.6
48	Female	27.6
38	Male	38.6
23	Female	69.9
26	Male	235.7
19	Male	104.8
47	Male	13
11	Female	4.5
65	Male	71.8
59	Female	14.4
41	Female	48.6
61	Male	41.6
68	Female	15.5
61	Male	285
46	Male	7
