age	gender	daily.views
74	Female	6.3
19	Female	99.8
53	Male	352.2
27	Female	71.9
36	Female	214.1
31	Female	109.7
56	Male	263
65	Female	86
33	Female	38.3
58	Female	54.7
42	Female	225.5
44	Male	22.5
12	Female	44.2
7	Female	20.9
37	Female	47.8
23	Female	360.7
32	Female	196
42	Male	13.3
12	Female	5.1
6	Female	2.1
28	Male	16
35	Female	10.9
65	Male	25.9
61	Female	252.1
31	Female	44
33	Female	10.9
59	Female	48.1
56	Female	105
58	Male	8.1
33	Female	7.6
12	Female	77.4
8	Female	7.9
56	Female	84.9
49	Male	1.2
20	Male	37.7
24	Female	4.2
18	Female	122.3
30	Male	125.4
30	Male	18.3
3	Male	24.3
43	Female	18
48	Female	33.5
46	Female	73.1
21	Male	78.7
25	Female	52.9
27	Male	11.4
20	Male	493.7
23	Male	214.8
48	Female	250
51	Male	65
22	Male	94.1
31	Male	148.5
42	Male	29.5
42	Female	4.7
66	Male	73.9
67	Female	67.9
17	Female	210.5
60	Female	40.7
49	Female	11
53	Male	1.7
62	Male	118.4
52	Female	135.2
31	Male	56.6
25	Female	244.1
34	Male	16.7
46	Female	111.1
45	Male	30.4
43	Male	86.5
66	Male	69.7
20	Female	55.3
68	Female	69.3
63	Male	216.4
44	Female	3.2
22	Male	159.9
46	Female	184
41	Female	103.1
33	Male	58.1
34	Female	31.7
32	Female	453.3
53	Male	241.9
31	Female	291
50	Female	58.5
61	Male	45.8
24	Male	0.7
25	Female	37.5
53	Female	71.1
58	Female	529.3
57	Female	95.6
27	Female	384.3
68	Male	156
22	Male	463.2
43	Female	160.2
64	Female	39.2
59	Female	24.2
35	Male	233.9
40	Female	230.2
19	Male	6
17	Female	141.2
25	Male	43.4
35	Female	131.5
33	Female	253.8
49	Female	217.4
51	Male	100.9
15	Male	0.6
10	Male	1.7
69	Female	5.4
78	Male	5.4
28	Female	238.2
33	Female	295.4
23	Female	59.8
49	Male	10.2
48	Female	53.6
34	Female	92.9
53	Female	264.7
55	Male	7.1
19	Male	23.7
17	Female	2.8
22	Female	22.9
51	Female	31.4
23	Female	294.9
38	Female	127.7
37	Male	23.6
17	Female	4.2
25	Female	145.8
19	Male	22.2
35	Male	299.4
29	Female	32.8
6	Female	27.5
25	Male	307.4
47	Male	363
28	Male	183.5
42	Female	64.2
9	Female	5.8
45	Female	59.7
62	Female	111.2
20	Female	7.2
21	Male	13.2
36	Female	52.8
53	Male	290.5
23	Male	21.8
73	Female	68.5
47	Female	2.4
31	Female	31.1
23	Female	268
68	Female	76
30	Male	398.4
72	Female	153.1
25	Female	353.6
35	Female	115
36	Female	23.7
42	Female	35.2
22	Female	10
49	Female	30.8
48	Male	40.8
45	Male	46.6
20	Male	26.3
18	Female	9.9
70	Female	7.7
61	Male	101.3
72	Male	106.1
61	Female	18.7
51	Female	63.6
21	Female	92.6
19	Female	13.8
23	Male	12.5
53	Female	430.1
35	Male	31.9
57	Female	505
57	Female	46.3
60	Male	6.2
39	Female	38
32	Male	0.9
20	Male	4.7
50	Male	199
57	Male	2.1
40	Male	357.4
56	Female	120.9
39	Male	76.3
45	Female	87.2
20	Male	93.5
41	Male	75.6
39	Female	2.4
18	Female	10.1
69	Male	8.7
55	Female	1.4
39	Female	57.2
62	Male	135.1
58	Female	50.7
62	Male	5.8
17	Female	0
21	Female	113.2
44	Female	175.7
27	Female	369.2
26	Female	183.3
55	Female	56.9
62	Male	9.4
61	Male	178
36	Female	190.9
61	Female	48.4
41	Female	11.6
10	Male	26.4
26	Female	38.8
22	Female	126.4
40	Female	74.8
44	Male	128.9
57	Female	411.1
19	Female	63.8
18	Male	188.7
66	Female	280.4
28	Male	49
20	Male	87.4
65	Female	180.1
55	Female	206.4
21	Female	312.9
37	Female	235.3
25	Male	8.2
27	Male	1.2
20	Male	88.4
23	Male	37.2
63	Male	32.4
57	Female	5.5
35	Female	413.7
15	Male	35.7
15	Male	10.2
29	Male	272.6
70	Female	117.8
24	Female	0.2
31	Female	43
20	Female	47.9
56	Male	70.3
40	Female	14.3
28	Male	25.1
66	Female	31.9
53	Female	95.1
18	Male	538.7
34	Male	130.7
31	Female	182.9
56	Female	305
38	Female	162.2
34	Female	245.6
49	Female	0.1
33	Male	139.6
28	Female	280.9
35	Male	0.7
43	Female	123.7
51	Male	179.8
66	Male	37.5
35	Female	61.8
36	Male	2.4
5	Male	4.6
49	Female	65.6
45	Male	5.7
19	Male	94.6
28	Female	63.4
39	Female	41.8
32	Male	139.4
80	Male	83.3
34	Female	100.4
62	Female	31.4
32	Female	103.6
11	Female	20.8
6	Female	95.4
37	Female	58.5
48	Female	197.4
65	Female	67.2
51	Female	132.2
68	Female	22.5
64	Male	309.2
48	Female	117.7
25	Male	109.5
60	Male	47.7
18	Male	177
69	Male	98.9
61	Female	2.5
40	Female	56.4
57	Male	57.4
35	Female	69.9
38	Male	7.1
56	Female	86.5
29	Female	1.2
28	Female	13.7
45	Female	59.5
53	Male	46.4
45	Male	242.8
14	Female	4.8
32	Male	247.9
34	Female	118.2
23	Female	196.1
37	Female	272.6
52	Female	28.3
30	Female	61.4
32	Male	80.7
37	Female	339.9
35	Female	666.7
18	Female	75.3
23	Female	235.7
58	Female	59.6
50	Male	3.2
38	Female	19
49	Female	40.5
26	Male	177.5
41	Male	201.3
53	Male	158.9
60	Female	4.4
85	Female	63.3
59	Male	79.2
48	Female	7.9
40	Female	111.6
49	Female	87.9
36	Female	27.5
53	Female	61.4
60	Female	33.6
33	Female	196.2
55	Male	521.6
26	Male	162.5
61	Male	26.9
18	Male	15.9
33	Male	385
79	Male	123.1
67	Male	175.5
35	Female	168.5
34	Female	54.2
25	Male	54.5
82	Male	24.4
81	Female	1.6
56	Female	3
41	Female	125.9
9	Female	17.1
44	Female	156.1
45	Male	8
17	Male	36.8
27	Female	219.5
19	Female	85.3
42	Female	52.8
54	Male	60.6
62	Female	72.9
59	Male	2.6
62	Male	131.5
59	Female	27.7
50	Female	54.5
52	Male	1.9
57	Female	19.5
42	Male	168.8
79	Female	95.7
43	Female	85.7
55	Female	149.4
46	Female	4.7
38	Female	90.6
13	Male	29.8
8	Male	46.2
36	Male	78.2
34	Male	88
22	Male	165.1
52	Female	257.8
39	Female	122.2
35	Female	221.4
40	Female	162.4
67	Female	42.8
48	Male	17.3
47	Male	17.6
56	Female	121.4
56	Male	3.8
24	Male	5.2
21	Female	11.9
22	Female	291.5
40	Male	52.6
30	Male	2.3
31	Female	59
10	Male	8.9
8	Female	5.8
21	Male	63.4
44	Male	598.2
53	Female	48.9
23	Male	36.8
32	Female	73.5
34	Female	24
38	Male	9.3
16	Male	0.1
8	Female	4
25	Male	69.2
44	Female	50.8
18	Male	18.4
24	Female	51.9
36	Female	184.6
53	Female	9.5
18	Male	3.2
54	Male	1.3
33	Male	177.4
48	Female	27
44	Female	10.1
38	Male	32.1
26	Female	260.7
16	Female	38.9
43	Female	546.3
30	Female	94.7
37	Male	50.9
37	Female	220.7
17	Male	22.2
46	Female	244.5
46	Female	61.1
48	Male	12.2
51	Male	66.5
47	Female	71.1
24	Male	218.5
60	Male	124.7
63	Male	81.4
57	Male	14.2
56	Female	2.5
44	Female	664.2
25	Female	98
30	Female	21.1
36	Female	22
33	Female	200.2
31	Female	91.4
15	Male	18.3
12	Female	9.5
7	Male	2.9
36	Female	181.8
43	Female	132.2
26	Female	356.1
42	Female	38.9
41	Female	401.7
38	Male	203.9
20	Female	100.5
26	Male	202.2
54	Male	603
36	Female	50.4
28	Male	73.7
33	Female	59
10	Male	8.7
29	Female	12.6
43	Female	86.4
44	Male	9.4
19	Male	78
29	Male	49.9
57	Male	42.1
42	Female	51
37	Male	697.2
36	Female	321.8
39	Male	265
20	Male	61
20	Male	88
45	Female	58.7
45	Male	15.1
16	Male	4.3
11	Male	9.9
7	Male	3.2
47	Male	110.8
40	Female	13.9
24	Female	93.8
31	Female	36.6
35	Female	310
47	Male	86
40	Male	229.6
41	Female	66.9
62	Female	1.5
37	Female	78.2
39	Male	6.8
20	Female	13.7
14	Male	2.1
53	Female	380.5
57	Male	3.5
54	Male	127.1
46	Female	155.7
46	Male	8.9
63	Male	149.5
38	Male	39.2
37	Female	36.8
45	Female	323.5
56	Male	37.1
47	Female	114.9
12	Male	35.1
27	Male	71.7
37	Female	150.6
50	Female	143.2
60	Male	128.4
37	Female	37.5
46	Female	165.6
54	Male	8.4
21	Female	16.7
15	Female	8.4
48	Male	317.5
34	Female	227.1
52	Female	27.1
62	Male	24.5
33	Female	84.3
32	Female	19.6
33	Male	10.9
21	Male	133.9
63	Male	344.6
26	Female	15.6
41	Female	85.3
44	Male	80.6
17	Male	15.9
16	Male	10.7
64	Male	9.5
32	Male	38.3
77	Male	91.2
42	Female	103.9
43	Male	0.1
18	Female	43.3
11	Male	20.2
5	Male	1.8
21	Male	197.9
44	Male	144.5
56	Female	81.9
72	Female	47.1
54	Female	8.3
51	Female	77.5
66	Female	115.7
25	Male	2.2
65	Male	435.2
36	Female	39.8
39	Male	3.1
10	Male	3.9
6	Male	0.5
5	Male	1.7
33	Male	152.5
25	Female	139.8
32	Female	147.7
31	Male	26.8
63	Male	92.5
54	Male	26.1
61	Female	93.4
30	Female	95.8
44	Female	22.9
41	Male	8.1
50	Female	4.9
11	Male	6
48	Male	123.4
45	Female	46.8
42	Male	1.4
6	Female	1.4
31	Female	261.7
35	Male	74.4
17	Female	79.4
8	Male	14.3
56	Female	75.1
42	Female	95.4
26	Male	845.3
47	Female	48.5
39	Female	59.1
39	Male	7.3
12	Female	10.2
9	Male	1.1
68	Male	28.7
28	Female	6
32	Female	2.7
39	Female	279.8
19	Female	6
47	Female	16.1
20	Female	3.3
41	Female	72.1
45	Female	262.5
43	Male	19.3
27	Male	178.6
26	Female	255.3
51	Male	496.4
56	Male	7.8
28	Female	55.1
29	Male	29.5
28	Female	198
21	Male	60.7
53	Male	8.5
37	Female	160.9
35	Female	10.2
35	Male	61.6
12	Male	10.7
36	Male	21.6
29	Female	131.4
34	Female	88
30	Male	21.9
33	Female	68.6
57	Male	260.7
42	Female	63.1
58	Male	85.8
83	Female	7.9
50	Female	40.5
54	Male	116.8
27	Female	32.6
29	Female	25.3
41	Female	20.2
22	Female	84.7
23	Female	3.4
29	Male	135.5
33	Female	108.1
52	Female	44.3
59	Female	32.6
45	Female	147.2
44	Male	26.6
21	Male	128
36	Female	44
48	Female	44.3
20	Male	12.8
47	Male	443.5
75	Male	25.9
45	Female	613.4
42	Male	283
22	Male	32.4
17	Female	102.9
33	Male	39.1
56	Female	73.1
51	Male	263.9
29	Female	54.6
23	Female	387.1
60	Female	2.7
65	Female	103.8
38	Female	44.2
46	Male	201.4
54	Male	40
42	Female	30.2
50	Male	67.5
30	Female	129.7
54	Male	94.1
36	Female	219.9
39	Male	22
54	Male	91.4
22	Male	3.1
20	Female	164.2
24	Female	89.3
21	Male	354.3
32	Male	431.5
43	Female	750.7
59	Male	265.2
29	Male	223.1
28	Female	105.2
63	Female	54.6
24	Male	17.3
29	Female	9.7
56	Female	1.7
53	Female	118.8
30	Male	52.5
24	Female	82.8
19	Male	280.6
51	Male	24.7
33	Female	78.6
32	Male	43.6
11	Female	1.8
8	Male	6.9
4	Female	5.7
50	Male	32.9
22	Female	40.1
26	Male	71.8
63	Male	12.8
60	Female	66.3
57	Male	36
18	Male	202.6
30	Female	62.5
24	Male	114.6
23	Female	255
52	Male	87.7
53	Female	29.5
18	Male	4.5
59	Female	6.9
56	Male	157
49	Female	4.7
48	Female	34.4
56	Male	89.6
56	Female	146.2
56	Female	138
63	Male	21.9
18	Male	4.9
37	Female	14.9
50	Female	37
27	Female	156.1
23	Male	130
38	Male	585.4
40	Male	58.9
20	Male	33.5
46	Female	78.1
19	Male	60.2
19	Female	0.4
86	Female	10
51	Female	73.8
18	Male	134.7
53	Female	267
56	Female	35.4
44	Male	13.9
36	Male	6.5
23	Female	24.9
46	Female	14.7
47	Female	190.6
47	Male	71.3
30	Female	4.3
55	Female	190.5
27	Female	15.6
55	Female	62.1
86	Male	51.1
63	Female	0.6
19	Male	0.4
10	Female	42.7
21	Male	27.6
63	Male	140.4
57	Female	9.2
41	Female	28.3
35	Male	320.5
69	Male	94.9
59	Male	5.6
58	Female	53.1
20	Male	7.1
43	Male	80.9
29	Male	117.1
53	Male	66.5
48	Female	15.5
22	Male	13.1
22	Female	48.4
59	Female	20
72	Male	0.6
36	Female	386.7
35	Female	128.5
13	Female	71.7
26	Female	224.1
28	Female	40.3
57	Female	289.2
19	Female	227.6
21	Female	521.9
56	Male	52.5
41	Female	218.5
33	Female	2.4
32	Male	75
13	Female	0.2
55	Female	103
52	Female	314.1
48	Female	395.6
28	Female	67.7
28	Female	61.8
60	Female	30.3
37	Male	53.9
29	Male	145.5
47	Male	264.5
15	Male	0.3
10	Male	4.9
60	Male	330.2
53	Female	9.9
21	Male	828.1
54	Male	57.2
43	Female	24.6
31	Female	18
44	Female	340.8
65	Female	76.2
25	Male	522.5
46	Female	128.2
49	Female	67.5
61	Male	603.8
31	Male	16.8
28	Female	19.2
8	Male	0.6
47	Female	108.7
57	Male	34.9
41	Female	199.1
33	Female	62.9
12	Female	9.3
11	Female	2.6
28	Female	107.5
41	Female	59.8
20	Male	27.3
30	Female	43.4
26	Female	80.1
19	Female	42.9
27	Male	51.5
51	Male	387.3
33	Male	28.3
37	Female	272
46	Male	206.1
35	Male	250.6
25	Female	83.9
41	Female	285.6
13	Male	61.8
53	Male	245.5
54	Female	16.7
33	Female	527.9
52	Female	326.5
20	Male	30.7
49	Female	24.7
28	Male	94.9
55	Male	130
28	Male	1.2
43	Female	19.4
52	Female	6.6
32	Female	628.3
34	Male	105.7
5	Male	18.5
43	Male	55.7
58	Male	147.6
20	Male	60.7
63	Female	64.8
34	Female	58.4
57	Female	32.5
36	Female	24.8
55	Female	496.4
54	Female	37.6
57	Male	51.6
30	Male	247.7
22	Male	75.9
20	Male	393.5
31	Male	113.6
29	Female	58.6
40	Female	49.9
15	Female	91.6
8	Female	72.3
39	Female	9
46	Male	4.4
21	Male	19.8
24	Female	30.7
26	Female	94.2
28	Male	16.4
35	Male	44.4
21	Female	186.4
54	Female	25.8
64	Male	70.6
14	Female	2
20	Male	6
33	Female	447.7
15	Female	0.7
41	Female	295.1
29	Male	70
72	Female	102.5
19	Male	232.2
23	Female	37.9
35	Male	18.7
48	Male	78.9
45	Female	5.1
44	Male	66.6
17	Female	0.2
31	Male	32
18	Female	266.2
19	Female	105.1
67	Male	55.6
49	Female	25.1
37	Female	188
19	Male	153.7
26	Male	235.6
60	Female	17.7
22	Female	218.9
19	Male	77.8
45	Female	8.9
40	Female	136.7
14	Male	5.2
62	Male	87
58	Male	27.2
55	Female	1.6
20	Male	2
27	Male	182
63	Male	6.5
42	Female	326.1
53	Female	71.7
51	Male	3.6
58	Female	4.1
60	Male	0
37	Female	1.6
18	Female	1.3
11	Female	7.2
8	Female	19
7	Female	7.8
48	Female	67.8
68	Female	100
51	Female	113.5
62	Male	134.7
44	Female	236.6
42	Male	18.7
29	Female	202.7
30	Male	18.8
54	Female	102.5
36	Female	208.9
49	Female	64.4
49	Male	4.7
21	Female	29.4
67	Male	156.4
38	Female	11.6
64	Male	313.8
51	Female	193.9
28	Female	86
39	Female	1
29	Female	211.1
48	Female	82.9
20	Male	52.6
25	Male	270.8
50	Female	26.4
41	Female	85.1
65	Female	131.4
20	Female	19
15	Female	18
9	Female	80.2
57	Male	380.7
31	Female	7.8
30	Female	89.5
46	Female	111.9
28	Female	38.1
57	Male	24.5
58	Female	105.7
48	Female	10.9
29	Female	566.9
30	Male	6.1
18	Female	111.1
52	Female	221.4
63	Female	21.7
64	Male	39.4
29	Male	61.8
32	Female	33.4
6	Female	9.5
22	Female	373.7
30	Female	69.6
56	Male	63.7
18	Male	105.7
39	Female	260.2
35	Male	724.7
39	Female	111.4
51	Male	17.9
44	Female	78.2
15	Female	7.6
47	Male	2
52	Female	8.4
17	Female	54
44	Female	44.3
20	Male	121.9
23	Male	545.8
27	Male	145.6
27	Female	5.4
9	Male	9
45	Female	216.8
18	Female	74.7
58	Female	6
55	Male	8.2
17	Female	85.2
19	Female	271.7
28	Female	18.3
30	Male	190.1
36	Female	379.4
20	Male	5.4
28	Female	106.1
38	Female	42.6
41	Male	1.7
15	Female	333.7
29	Female	543.7
44	Female	99.5
55	Female	141.2
41	Female	194.7
42	Male	36.2
7	Female	7.3
28	Male	298.7
58	Female	62.8
37	Male	149.9
42	Female	110.7
23	Female	14.2
43	Male	31
40	Female	304.1
8	Male	2.4
38	Female	9.3
54	Female	106
40	Female	23.3
22	Male	14.3
20	Female	34.1
21	Male	124.7
20	Male	67.7
23	Female	107.8
21	Male	50.5
46	Female	11
56	Male	4.5
19	Male	18.2
16	Male	101.8
43	Female	59.9
8	Male	3.5
64	Male	7.4
51	Female	44.5
26	Female	30.2
40	Male	27.3
58	Male	56
56	Female	132.9
56	Male	16.4
22	Male	8
31	Female	378.8
70	Female	136.1
46	Female	23.5
15	Female	195.4
31	Female	211.6
34	Male	454.5
64	Female	134.7
56	Male	36.1
42	Female	240.4
63	Male	165.6
34	Female	38.3
41	Female	7
46	Male	4
63	Female	133.9
22	Female	33.1
46	Male	0.7
41	Female	330.1
24	Male	75.4
28	Female	196.5
49	Female	75.7
24	Male	134.5
27	Male	1380.1
65	Male	49.8
59	Female	3
64	Male	48
27	Female	23.5
55	Female	35
42	Female	3.5
23	Female	92.8
23	Male	126.6
49	Male	83.7
23	Male	274.4
38	Female	30.8
48	Female	49.6
24	Female	92.5
26	Male	53.3
42	Female	79.9
58	Female	5
26	Female	155.7
34	Male	11
40	Female	20.8
33	Female	283.3
51	Female	134.7
42	Female	68.6
46	Male	108.7
47	Female	14.9
55	Female	90
30	Female	416.9
29	Male	22
11	Female	94.3
41	Female	79
23	Female	107.1
34	Female	53.8
37	Female	452.5
25	Female	159.7
56	Female	209.6
51	Male	104.4
30	Male	25.4
27	Female	49.1
27	Male	61.6
40	Female	109.5
40	Male	9.4
18	Female	4
16	Male	19.7
14	Male	13
36	Female	308.5
19	Male	85.4
50	Male	4.9
44	Female	140.2
9	Female	5.5
69	Male	44.9
24	Male	78.5
47	Male	44.2
29	Female	236.7
46	Male	69.9
44	Male	157.3
51	Male	26.7
52	Female	7.3
15	Male	45.3
15	Female	52.9
31	Female	52.8
32	Female	1
52	Female	251.3
35	Male	98.9
48	Female	124.4
60	Female	23.7
22	Female	19.5
34	Female	4.6
33	Female	112.3
35	Female	184.3
48	Female	118.7
25	Female	183.3
44	Male	35.9
33	Female	118.4
69	Female	32.8
34	Female	11.1
29	Male	43.9
19	Female	29.1
22	Male	1.1
60	Female	19.9
36	Female	61.1
43	Female	62.2
21	Male	138.3
22	Male	118.8
31	Female	84.2
27	Female	155.7
61	Male	65.3
61	Female	9.8
52	Female	41.4
26	Female	119.1
52	Female	140.2
18	Male	212.1
41	Female	135.4
73	Female	121.6
47	Female	141.9
59	Male	249.6
48	Male	13
46	Male	16.4
54	Female	10.5
56	Male	1.8
40	Female	39.6
10	Male	1.4
58	Female	56.1
39	Female	171.1
18	Female	22.2
11	Male	48.8
50	Male	2.6
42	Female	23.9
25	Female	170.6
61	Female	169.5
43	Female	45.7
52	Male	1.9
19	Male	3.2
26	Male	12.4
32	Female	58
43	Male	73.4
30	Female	97.7
29	Male	108.2
35	Female	123.4
27	Male	124.5
20	Female	93.4
21	Female	87.7
59	Female	584
26	Female	133.5
44	Female	64
48	Male	0.2
22	Male	3.4
22	Female	0.1
36	Female	57.7
32	Male	32.1
17	Female	52.3
13	Male	26.1
12	Female	63.3
48	Female	27.5
26	Female	117.4
36	Female	71.7
32	Male	506.1
30	Female	96.7
7	Female	133.7
30	Male	102.8
59	Male	131.3
18	Female	54.2
21	Male	39.3
57	Male	207.3
70	Female	21.2
26	Female	8.6
51	Female	5
50	Male	0.3
17	Male	2.8
34	Female	37.5
39	Male	20.9
45	Female	72.9
25	Male	78
25	Male	111.6
23	Female	71.4
21	Male	103
19	Male	218
62	Female	65.2
32	Male	60.1
48	Female	236.6
79	Female	4.7
29	Female	6.8
8	Female	106.2
58	Female	83.5
60	Male	1.5
25	Female	21.6
22	Male	129.4
51	Female	101.8
35	Female	101.4
34	Female	337.1
8	Female	5.3
54	Female	31.5
47	Female	3.5
17	Female	136.2
36	Female	31.2
49	Female	341.4
19	Female	74.9
35	Female	50
30	Male	14.2
16	Male	38.6
50	Female	53.6
75	Female	10.1
75	Male	0.4
21	Male	59.9
74	Male	123.5
39	Female	192.5
43	Male	182.2
42	Female	98.6
24	Male	50.1
18	Male	347.5
28	Male	62.1
19	Male	14.7
44	Male	9.7
51	Female	125.8
36	Male	27.6
32	Female	11
11	Female	15.9
34	Female	12.5
60	Female	17.2
27	Male	18.1
24	Male	215
54	Female	4.2
31	Male	35
26	Female	2.7
30	Male	89.8
4	Female	40.4
60	Female	88.7
39	Female	242
64	Female	121.6
55	Female	23.7
42	Female	86.2
19	Male	111.5
23	Male	4.9
19	Male	16
67	Female	101.8
49	Female	55.5
22	Female	129.9
33	Female	224.6
38	Female	277.9
42	Male	114.8
14	Male	3.6
8	Male	14.6
62	Female	175.3
49	Female	78.4
52	Male	9
16	Male	36.4
46	Male	321.8
50	Female	88.5
59	Male	65.1
49	Female	681.6
28	Male	39.9
61	Male	67.7
57	Female	56.4
27	Male	676.9
56	Female	0.3
55	Female	4.4
47	Female	88.6
15	Male	10.3
39	Male	153.7
39	Female	38.2
45	Male	186.8
64	Female	41.4
25	Female	31
31	Female	225.8
63	Female	23.9
31	Female	15.7
50	Female	32.3
33	Male	6.5
26	Female	22.2
26	Female	229.6
27	Male	72.8
21	Female	222.6
29	Female	9.6
22	Female	257.3
32	Female	292.2
37	Female	174.7
46	Female	253.3
49	Female	5.7
48	Female	195.7
19	Female	16.6
14	Male	28.8
74	Male	28.5
28	Male	40.6
20	Male	173.9
31	Female	125
24	Male	174.9
59	Female	78.5
39	Female	19.3
37	Female	3.8
39	Female	128.5
34	Male	108.5
19	Female	75.3
44	Male	122.9
49	Male	121.7
27	Male	211.6
34	Female	143.4
22	Female	73.6
22	Male	7.9
19	Male	175.8
29	Male	8.8
19	Male	109.5
61	Female	56.3
30	Female	215.8
22	Male	89.8
48	Female	1.5
25	Female	10.9
38	Female	292.6
41	Male	161.9
41	Female	55
58	Female	50.3
57	Male	116.7
28	Male	35.4
29	Female	36.7
44	Male	278.3
63	Female	9.9
18	Male	190.8
23	Female	139.2
54	Male	1.1
61	Male	73.6
45	Female	118.6
27	Female	259.9
57	Female	126.7
60	Male	6.3
41	Female	116.3
46	Female	37.7
30	Female	24.9
56	Female	253.1
35	Female	77.7
49	Female	63.8
51	Female	230.5
24	Female	21.5
54	Female	10.9
36	Female	388.5
52	Female	367
43	Female	103.9
32	Female	37.3
19	Male	281.3
32	Female	81.4
54	Male	194
22	Male	177.2
38	Male	208.7
49	Female	146.4
18	Male	24.2
35	Female	6.2
12	Female	109
16	Male	273.9
62	Female	90
54	Female	11
53	Female	14
51	Female	405.9
43	Male	10.7
43	Female	61.5
12	Female	95.9
5	Female	1.8
25	Female	125.7
51	Female	457.2
20	Female	90.6
22	Male	92.8
38	Female	702.1
63	Female	87.3
20	Male	54.3
59	Male	2.7
52	Female	35.3
15	Female	105.7
56	Female	9.5
58	Male	1.4
22	Male	853.1
49	Female	251.3
21	Female	29.6
22	Male	113.6
19	Female	135.6
26	Male	5
37	Female	283.4
52	Female	52.6
55	Female	29.3
27	Male	192.6
52	Female	22.9
33	Male	581.2
22	Male	49
27	Female	60.8
58	Female	198.1
22	Male	96.2
25	Male	132
64	Female	207.1
27	Female	21.6
44	Female	579.5
42	Male	128.4
38	Female	1.6
41	Male	464.1
32	Male	112.6
37	Female	121.4
41	Male	24.8
8	Female	25.8
45	Female	8.3
44	Male	12.4
5	Male	2.3
21	Male	738.5
25	Female	49.6
21	Female	35.2
52	Female	45.2
27	Female	0.3
17	Male	16
36	Male	15.6
22	Female	163
25	Male	27.5
30	Female	94.7
39	Female	53.9
53	Male	10.8
30	Female	104.4
45	Male	17.7
10	Female	8.9
29	Female	209
27	Female	5.6
42	Male	19.2
31	Male	136.4
49	Female	13.3
17	Male	2.4
25	Male	495.4
26	Female	81.2
32	Male	41.5
31	Female	40.5
42	Female	406.9
52	Male	221.6
50	Female	105.2
65	Male	48.7
83	Female	0.6
74	Male	36.7
28	Female	47.1
30	Female	429
31	Male	98.8
35	Male	43
24	Female	582
45	Female	121.5
20	Female	19
48	Male	91.1
52	Female	24.6
48	Female	13.5
51	Male	1.7
19	Male	164.2
16	Male	60.5
56	Male	298.4
51	Female	116.6
46	Male	422.5
44	Female	51.6
10	Male	47.7
7	Female	4.6
24	Male	114.7
21	Male	45.6
38	Female	620.3
51	Female	129.6
61	Female	69.3
44	Female	292.5
26	Female	62
61	Female	69.2
30	Male	516.1
54	Male	52.5
40	Female	1277.5
37	Male	31.7
21	Female	6.5
19	Female	35.8
18	Male	43.3
14	Male	105.9
43	Female	280.1
45	Female	127.5
38	Male	3.3
13	Male	2.9
12	Male	2.1
36	Male	638.7
36	Female	153.5
7	Male	7.4
29	Female	84.1
38	Male	248.9
28	Male	7.5
28	Female	100.8
9	Male	11.4
9	Female	14.8
7	Female	18.4
59	Female	324.9
78	Female	0.3
34	Female	74.1
39	Female	355.2
11	Male	32.3
52	Male	264.4
30	Male	41.5
31	Female	53
46	Male	149.7
44	Female	5.8
17	Female	81.1
55	Male	101.5
49	Female	31.2
21	Female	349
22	Male	52.9
62	Male	175.2
62	Female	50.4
55	Male	129.5
51	Female	20.5
14	Male	22.6
58	Female	166.8
52	Male	5.9
10	Female	8.4
53	Female	45
17	Male	56
18	Male	104
45	Female	8.2
19	Male	49.4
48	Female	60.9
56	Female	251.9
57	Male	151.2
27	Female	306
43	Female	66.2
48	Female	259
10	Male	11.9
37	Female	11.5
39	Male	145.2
69	Female	94.7
38	Male	0.9
45	Male	118.6
35	Female	18.1
32	Male	676.6
58	Male	7.1
44	Female	172.1
16	Male	149.1
13	Male	80.9
47	Female	324.5
46	Female	78.3
26	Female	61.9
67	Female	196.7
48	Female	4.9
76	Female	108.7
22	Male	72.8
12	Male	68.7
18	Female	10.5
34	Female	79.5
23	Female	166.6
49	Female	38.6
55	Male	225.4
66	Female	77.6
52	Female	114.3
45	Female	810.4
25	Male	11.5
45	Female	12.9
19	Female	10.8
16	Female	23.8
22	Female	131
32	Female	262.6
25	Male	139.7
70	Male	33.8
52	Male	128.9
55	Female	132.3
54	Female	1.9
20	Female	196.3
43	Female	50.2
27	Female	144.8
46	Female	83
43	Male	4.7
18	Female	0.5
14	Male	5.1
14	Female	52
57	Male	36.6
18	Female	216.9
24	Female	128.2
31	Female	135.6
33	Male	0.6
8	Male	3.3
33	Female	21.8
37	Female	146.1
42	Male	298
6	Female	14.3
20	Female	242.7
71	Male	51.4
72	Female	13.2
31	Male	170
26	Female	37.5
19	Male	93.6
48	Female	3.3
46	Female	87.9
50	Male	0.9
24	Female	4.7
40	Female	299.4
43	Female	55
55	Female	116.4
51	Female	9
51	Male	5
35	Female	336.1
58	Female	45.9
48	Female	131.7
58	Female	46.3
33	Male	78.1
29	Female	50.5
38	Male	7.9
41	Female	247
51	Female	221.3
42	Female	68.5
48	Female	97.3
53	Female	19.9
52	Female	38.6
26	Male	51.5
26	Male	14.6
50	Female	753.5
37	Female	112.4
49	Male	368.2
42	Female	588.8
50	Female	65.6
56	Male	3.7
22	Male	65.6
18	Female	5.6
52	Female	216.8
58	Male	1.5
45	Female	209.7
27	Male	51.1
46	Female	142
25	Female	55
40	Female	17.7
54	Female	100.8
39	Female	69.7
54	Female	27.4
52	Female	100
12	Female	30.4
35	Male	544.8
32	Male	14.3
